9	W	14149
15	R	14149
15	J	14199
14	R	14199
14	J	14249
13	R	14249
9	J	14299
13	J	14299
9	R	14299
9	W	14299
12	R	14299
12	J	14349
11	R	14349
11	J	14399
10	R	14399
10	W	14399
18	R	14399
9	J	14449
18	J	14449
9	R	14449
9	W	14449
17	R	14449
17	J	14499
16	R	14499
10	J	14549
16	J	14549
10	R	14549
10	W	14549
15	R	14549
9	J	14599
15	J	14599
9	R	14599
9	W	14599
14	R	14599
14	J	14649
13	R	14649
10	J	14699
13	J	14699
10	R	14699
10	W	14699
12	R	14699
9	J	14749
12	J	14749
9	R	14749
9	W	14749
11	R	14749
11	J	14799
18	R	14799
10	J	14849
18	J	14849
10	R	14849
10	W	14849
17	R	14849
9	J	14899
17	J	14899
9	R	14899
9	W	14899
16	R	14899
16	J	14949
15	R	14949
10	J	14999
15	J	14999
10	R	14999
10	W	14999
14	R	14999
9	J	15049
14	J	15049
9	R	15049
9	W	15049
13	R	15049
13	J	15099
12	R	15099
10	J	15149
12	J	15149
10	R	15149
10	W	15149
11	R	15149
9	J	15199
11	J	15199
9	R	15199
9	W	15199
18	R	15199
18	J	15249
17	R	15249
10	J	15299
17	J	15299
10	R	15299
10	W	15299
16	R	15299
9	J	15349
16	J	15349
9	R	15349
9	W	15349
15	R	15349
15	J	15399
14	R	15399
10	J	15449
14	J	15449
10	R	15449
10	W	15449
13	R	15449
9	J	15499
13	J	15499
9	R	15499
9	W	15499
12	R	15499
12	J	15549
11	R	15549
10	J	15599
11	J	15599
10	R	15599
10	W	15599
18	R	15599
9	J	15649
18	J	15649
9	R	15649
9	E	15649
8	J	15649
8	R	15649
8	E	15650
4	J	15650
4	R	15650
19	N	15650
19	J	15651
4	W	15651
17	R	15651
10	J	15701
17	J	15701
10	R	15701
10	W	15701
16	R	15701
16	J	15751
15	R	15751
15	J	15801
14	R	15801
10	J	15851
14	J	15851
10	R	15851
10	W	15851
13	R	15851
13	J	15901
12	R	15901
12	J	15951
11	R	15951
11	W	15951
19	R	15951
4	J	15953
19	E	15953
10	J	15953
4	R	15953
4	W	15954
10	R	15954
10	W	15954
18	R	15954
18	J	16004
17	R	16004
11	J	16054
17	J	16054
11	R	16054
11	W	16054
16	R	16054
10	J	16104
16	J	16104
10	R	16104
10	W	16104
15	R	16104
15	J	16154
14	R	16154
11	J	16204
14	J	16204
11	R	16204
11	W	16204
13	R	16204
10	J	16254
13	J	16254
10	R	16254
10	W	16254
12	R	16254
12	J	16304
18	R	16304
11	J	16354
18	J	16354
11	R	16354
11	W	16354
17	R	16354
10	J	16404
17	J	16404
10	R	16404
10	W	16404
16	R	16404
16	J	16454
15	R	16454
11	J	16504
15	J	16504
11	R	16504
11	W	16504
14	R	16504
10	J	16554
14	J	16554
10	R	16554
10	W	16554
13	R	16554
13	J	16604
12	R	16604
11	J	16654
12	J	16654
11	R	16654
11	W	16654
18	R	16654
10	J	16704
18	J	16704
10	R	16704
10	W	16704
17	R	16704
17	J	16754
16	R	16754
11	J	16804
16	J	16804
11	R	16804
11	W	16804
15	R	16804
10	J	16854
15	J	16854
10	R	16854
10	W	16854
14	R	16854
14	J	16904
13	R	16904
11	J	16954
13	J	16954
11	R	16954
11	W	16954
12	R	16954
10	J	17004
12	J	17004
10	R	17004
10	E	17004
1	J	17004
1	R	17004
1	W	17004
18	R	17004
18	J	17054
17	R	17054
11	J	17104
17	J	17104
11	R	17104
11	W	17104
16	R	17104
16	J	17154
15	R	17154
15	J	17204
14	R	17204
11	J	17254
14	J	17254
11	R	17254
11	W	17254
13	R	17254
13	J	17304
12	R	17304
12	W	17304
18	R	17304
18	J	17354
17	R	17354
11	J	17404
17	J	17404
11	R	17404
11	W	17404
16	R	17404
12	J	17454
16	J	17454
12	R	17454
12	W	17454
15	R	17454
15	J	17504
14	R	17504
11	J	17554
14	J	17554
11	R	17554
11	W	17554
13	R	17554
12	J	17604
13	J	17604
12	R	17604
12	W	17604
18	R	17604
18	J	17654
17	R	17654
11	J	17704
17	J	17704
11	R	17704
11	W	17704
16	R	17704
12	J	17754
16	J	17754
12	R	17754
12	W	17754
15	R	17754
15	J	17804
14	R	17804
11	J	17854
14	J	17854
11	R	17854
11	W	17854
13	R	17854
12	J	17904
13	J	17904
12	R	17904
12	W	17904
18	R	17904
18	J	17954
17	R	17954
11	J	18004
17	J	18004
11	R	18004
11	W	18004
16	R	18004
12	J	18054
16	J	18054
12	R	18054
12	W	18054
15	R	18054
15	J	18104
14	R	18104
11	J	18154
14	J	18154
11	R	18154
11	W	18154
13	R	18154
12	J	18204
13	J	18204
12	R	18204
12	W	18204
18	R	18204
18	J	18254
17	R	18254
11	J	18304
17	J	18304
11	R	18304
11	E	18304
1	J	18304
1	R	18304
1	W	18304
16	R	18304
12	J	18354
16	J	18354
12	R	18354
12	W	18354
15	R	18354
15	J	18404
14	R	18404
14	J	18454
13	R	18454
13	W	18454
18	R	18454
12	J	18504
18	J	18504
12	R	18504
12	W	18504
17	R	18504
17	J	18554
16	R	18554
13	J	18604
16	J	18604
13	R	18604
13	W	18604
15	R	18604
12	J	18654
15	J	18654
12	R	18654
12	W	18654
14	R	18654
14	J	18704
18	R	18704
13	J	18754
18	J	18754
13	R	18754
13	W	18754
17	R	18754
12	J	18804
17	J	18804
12	R	18804
12	W	18804
16	R	18804
16	J	18854
15	R	18854
13	J	18904
15	J	18904
13	R	18904
13	W	18904
14	R	18904
12	J	18954
14	J	18954
12	R	18954
12	W	18954
18	R	18954
18	J	19004
17	R	19004
13	J	19054
17	J	19054
13	R	19054
13	W	19054
16	R	19054
12	J	19104
16	J	19104
12	R	19104
12	W	19104
15	R	19104
15	J	19154
14	R	19154
13	J	19204
14	J	19204
13	R	19204
13	W	19204
18	R	19204
12	J	19254
18	J	19254
12	R	19254
12	W	19254
17	R	19254
17	J	19304
16	R	19304
13	J	19354
16	J	19354
13	R	19354
13	W	19354
15	R	19354
12	J	19404
15	J	19404
12	R	19404
12	E	19404
1	J	19404
1	R	19404
1	W	19404
14	R	19404
14	W	19404
18	R	19404
18	J	19454
17	R	19454
13	J	19504
17	J	19504
13	R	19504
13	W	19504
16	R	19504
14	J	19554
16	J	19554
14	R	19554
14	W	19554
15	R	19554
15	J	19604
18	R	19604
13	J	19654
18	J	19654
13	R	19654
13	W	19654
17	R	19654
14	J	19704
17	J	19704
14	R	19704
14	W	19704
16	R	19704
16	J	19754
15	R	19754
13	J	19804
15	J	19804
13	R	19804
13	W	19804
18	R	19804
14	J	19854
18	J	19854
14	R	19854
14	W	19854
17	R	19854
17	J	19904
16	R	19904
13	J	19954
16	J	19954
13	R	19954
13	W	19954
15	R	19954
14	J	20004
15	J	20004
14	R	20004
14	W	20004
18	R	20004
18	J	20054
17	R	20054
13	J	20104
17	J	20104
13	R	20104
13	W	20104
16	R	20104
14	J	20154
16	J	20154
14	R	20154
14	W	20154
15	R	20154
15	W	20154
18	R	20154
18	J	20204
17	R	20204
13	J	20254
17	J	20254
13	R	20254
13	E	20254
1	J	20254
1	R	20254
1	W	20254
16	R	20254
15	J	20304
14	J	20304
16	J	20304
14	R	20304
14	W	20304
15	R	20304
15	W	20304
18	R	20304
18	J	20354
17	R	20354
17	J	20404
16	R	20404
15	J	20454
14	J	20454
16	J	20454
14	R	20454
14	W	20454
15	R	20454
15	W	20454
18	R	20454
18	J	20504
17	R	20504
17	J	20554
16	R	20554
15	J	20604
14	J	20604
16	J	20604
14	R	20604
14	W	20604
15	R	20604
15	W	20604
18	R	20604
18	J	20654
17	R	20654
17	J	20704
16	R	20704
16	W	20704
18	R	20704
15	J	20754
14	J	20754
18	J	20754
14	R	20754
14	W	20754
15	R	20754
15	W	20754
17	R	20754
17	J	20804
18	R	20804
16	J	20854
18	J	20854
16	R	20854
16	W	20854
17	R	20854
15	J	20904
14	J	20904
17	J	20904
15	R	20904
15	W	20904
14	R	20904
14	E	20904
1	J	20904
1	R	20904
1	W	20904
18	R	20904
18	J	20954
17	R	20954
16	J	21004
17	J	21004
16	R	21004
16	W	21004
18	R	21004
15	J	21054
18	J	21054
15	R	21054
15	W	21054
17	R	21054
17	W	21054
18	R	21054
16	J	21154
18	J	21154
16	R	21154
16	W	21154
18	R	21154
17	J	21204
15	J	21204
18	J	21204
15	R	21204
15	W	21204
17	R	21204
17	W	21204
18	R	21204
18	W	21204
0	R	21204
16	J	21255
16	R	21255
16	W	21255
0	R	21255
18	J	21305
17	J	21305
15	J	21305
15	R	21305
15	E	21305
1	J	21305
1	R	21305
1	W	21305
17	R	21305
17	W	21305
18	R	21305
18	W	21305
0	R	21305
16	J	21356
16	R	21356
16	W	21356
0	R	21356
18	J	21406
17	J	21406
17	R	21406
17	W	21406
18	R	21406
18	E	21406
1	J	21406
1	R	21406
1	W	21406
0	R	21406
16	J	21457
16	R	21457
16	E	21457
1	J	21457
1	R	21457
1	W	21457
0	R	21457
17	J	21507
17	R	21507
17	E	21507
1	J	21507
1	R	21507
1	W	21507
0	R	21507
4	J	30849
4	R	30849
4	W	30849
0	R	30849
4	J	31003
4	R	31003
4	W	31003
0	R	31003
4	J	31209
4	R	31210
4	W	31210
0	R	31210
4	J	31331
4	R	31332
4	W	31332
0	R	31332
4	J	31465
4	R	31465
4	W	31465
0	R	31465
4	J	31629
4	R	31630
4	W	31630
0	R	31630
4	J	31743
4	R	31743
4	W	31743
0	R	31743
4	J	31898
4	R	31898
4	W	31898
0	R	31898
4	J	32421
4	R	32421
20	N	32423
20	J	32423
4	W	32424
20	R	32424
